Run,Event,dimuon_mass_GeV,dimuon_pt_GeV,leading_muon_pt_GeV,subleading_muon_pt_GeV,Q1,Q2,Type1,Type2,opposite_sign,both_global
148058,69506173,2.7519,16.17002899444834,9.8965,6.28788,1,-1,G,G,True,True
148058,69556010,3.15111,7.3475060400983,3.84238,3.56387,-1,1,G,G,True,True
148058,69834747,2.79651,13.709403191380726,10.1738,3.79003,-1,1,G,T,True,False
148058,69851882,2.60607,7.930311756330018,4.03166,3.99788,1,-1,G,G,True,True
148058,70011928,3.0669,20.768620240704482,17.4412,3.54676,-1,1,G,G,True,True
148058,70160565,2.68154,10.670120096777273,7.43072,3.56334,1,-1,G,T,True,False
148058,70240981,2.76032,6.221432417028171,5.1855,1.5971,1,-1,G,T,True,False
148058,70550825,3.13982,7.391944918896515,4.39921,3.3079,1,-1,G,G,True,True
148058,70609107,3.10568,8.597189815311745,4.48931,4.13096,1,-1,G,G,True,True
148058,70674508,3.12326,11.768920522127083,6.72154,5.39205,1,-1,G,G,True,True
148058,70748242,3.3171,9.499554526784348,9.14298,0.84951,1,-1,G,T,True,False
148058,70802457,3.05889,7.736437278031536,4.96946,3.25054,-1,1,G,G,True,True
148058,70810184,3.16325,11.078794303004395,10.5024,1.00358,-1,1,G,T,True,False
148058,70891882,2.82845,7.871579210714963,7.14215,1.07403,-1,1,G,T,True,False
148058,71126450,2.82433,8.08345905843043,4.30465,3.91865,1,-1,G,G,True,True
148058,71345277,3.07386,6.940472175525031,3.58832,3.58255,1,-1,G,T,True,False
148058,71537143,3.1149,10.68118704819834,5.86709,4.86795,-1,1,G,G,True,True
148058,71572494,3.46421,14.249686423669996,13.9188,0.735106,1,-1,G,T,True,False
148058,71664208,3.04194,9.70834202928394,9.01623,1.02882,1,-1,G,T,True,False
148058,71698811,3.09187,11.44957671903202,7.00906,4.82154,1,-1,G,G,True,True
148058,71704145,3.07426,6.843770866089031,3.70128,3.15054,-1,1,G,G,True,True
148058,81062385,2.74288,5.93664332267672,5.68548,0.778617,1,-1,G,T,True,False
148058,81102049,2.75186,12.034632886794013,10.77,1.52858,-1,1,G,T,True,False
148058,81267680,2.69683,6.168596179796665,5.74373,0.979912,1,-1,G,T,True,False
148058,81284481,3.12902,6.63552033249089,3.83219,3.45677,1,-1,G,G,True,True
148058,81363931,2.92546,7.836563054917633,5.75722,2.6038,-1,1,G,T,True,False
148058,81514569,3.10819,10.318719748138573,6.6416,4.04091,-1,1,G,G,True,True
148058,81556614,3.0165,5.177934684032235,3.69097,2.23524,-1,1,G,G,True,True
148058,81558488,2.60769,11.207886024295572,6.02114,5.21957,1,-1,G,G,True,True
148058,81747656,2.81323,5.479776074758987,5.13784,0.885215,1,-1,G,T,True,False
148058,81797299,3.11474,8.692842393613263,6.2202,2.77572,1,-1,G,G,True,True
148058,81877018,3.09815,18.066117276838984,15.513,2.7647,1,-1,G,G,True,True
148058,82123321,3.17066,9.484726891977438,5.27387,4.21102,1,-1,G,G,True,True
148058,82269784,2.92176,6.673082663101739,4.08963,3.17614,-1,1,G,G,True,True
148058,82553707,3.14064,8.062283101932108,5.19371,3.18471,-1,1,G,G,True,True
148058,82671446,3.08897,11.708614491155647,9.17555,2.54078,1,-1,G,G,True,True
148058,82740655,3.03825,11.053697518332996,6.16156,4.90664,-1,1,G,G,True,True
148058,88427484,3.12364,10.399764596595796,6.60105,4.214,1,-1,G,G,True,True
148058,88428849,3.12259,9.699613101366465,5.45254,4.27924,-1,1,G,T,True,False
148058,88517838,3.40078,23.03947864627366,15.7286,7.47987,1,-1,G,T,True,False
148058,88716083,3.12173,16.371129973248642,11.3475,5.0432,1,-1,G,G,True,True
148058,88746437,3.08757,16.76616028560207,8.41047,8.3603,1,-1,G,G,True,True
148058,89044332,3.21627,9.912579811160413,8.93646,1.47473,1,-1,G,T,True,False
148058,89144982,2.7327,11.536476168465871,10.3459,1.50186,1,-1,G,T,True,False
148058,89514194,3.05975,12.996297004012336,7.22364,6.05819,1,-1,G,G,True,True
148058,89545333,3.50174,12.572189410246928,11.0477,1.88143,1,-1,G,T,True,False
148058,89559509,3.04587,10.584207985036008,6.45568,4.17004,1,-1,G,G,True,True
148058,89590661,3.00984,8.39493018084302,7.79125,1.01055,-1,1,G,T,True,False
148058,90054441,3.43705,6.674809228839129,5.84244,0.957321,-1,1,G,T,True,False
148058,90099109,3.11832,13.092895033635607,7.64883,5.54854,1,-1,G,G,True,True
148058,90134862,3.14125,17.35579963301029,10.4749,6.88323,-1,1,G,G,True,True
148058,90276884,2.88997,13.113402060399265,12.6301,0.788703,1,-1,G,T,True,False
148058,95727565,3.07326,16.536372223011913,8.64461,7.97667,1,-1,G,G,True,True
148058,95762053,3.05725,13.065740923610113,9.61836,3.63255,1,-1,G,G,True,True
148058,95764510,2.61656,9.557583609868397,8.99044,0.897636,1,-1,G,T,True,False
148058,95898097,3.03328,6.740283546743416,4.03716,3.35096,1,-1,G,T,True,False
148058,95978968,3.54796,19.165804114328203,11.1726,8.09896,-1,1,G,G,True,True
148058,95981861,3.10137,7.132798413035378,3.82427,3.67926,-1,1,G,G,True,True
148058,96107019,3.06714,15.787756432094113,8.91611,7.11798,1,-1,G,G,True,True
148058,96230056,2.61971,13.287817192634954,12.4045,1.05253,1,-1,G,T,True,False
148058,96304767,2.89019,5.755749883751465,5.4306,0.997927,1,-1,G,T,True,False
148058,96772006,3.14344,22.46182168996985,13.152,9.34869,1,-1,G,G,True,True
148058,96778051,3.09097,8.449414582945968,5.77368,3.17277,1,-1,G,G,True,True
148058,96916175,3.07729,11.066585482961761,6.95434,4.41689,-1,1,G,G,True,True
148058,96931565,3.09639,9.001379251525623,5.47908,3.80929,1,-1,G,G,True,True
148058,97047564,2.6948,6.470652994462692,4.10176,2.73071,1,-1,G,T,True,False
148058,97070261,3.35226,13.894523910362278,13.192,1.05146,1,-1,G,T,True,False
148058,97158491,3.4363,12.041569831360363,11.746,0.714882,-1,1,G,T,True,False
148058,97385405,2.98781,4.929826483924155,3.75994,1.9399,-1,1,G,T,True,False
148058,97504124,3.52583,5.8952534386813396,5.28889,1.25588,-1,1,G,T,True,False
148058,97614432,3.57846,7.342064500243851,6.83723,1.32517,-1,1,G,T,True,False
148058,97706361,3.08617,12.123585018883647,8.41567,3.78868,1,-1,G,G,True,True
148058,97746333,3.14675,10.037232406853994,6.32235,3.76584,1,-1,G,G,True,True
148058,97778591,3.04933,7.957118202722641,4.41809,4.10036,1,-1,G,G,True,True
148058,97943728,3.06819,15.090851605080504,13.7983,1.44888,1,-1,G,T,True,False
148058,97948040,3.08335,9.445898308938927,5.2552,4.67851,1,-1,G,G,True,True
148058,97974702,2.92196,10.749484157871253,9.86296,1.27144,-1,1,G,T,True,False
148058,98051523,3.14164,12.694271401427022,12.1579,0.87517,1,-1,G,T,True,False
148058,98200148,3.04988,12.305024753185181,9.14084,3.53395,1,-1,G,G,True,True
148058,98280667,3.12793,10.733509307108697,9.43815,1.73802,-1,1,G,T,True,False
148058,98323441,3.05124,12.268072502707701,9.42956,2.83872,-1,1,G,G,True,True
148058,98345976,3.10173,16.90386953027324,12.4042,4.67271,-1,1,G,G,True,True
148058,98348158,3.10061,10.103298274410193,5.60299,4.81984,1,-1,G,G,True,True
148058,98532144,3.2378,7.984279948248307,4.86225,3.74923,-1,1,G,G,True,True
148058,98677423,2.9482,6.826056331525253,6.2428,1.17994,-1,1,G,T,True,False
148058,98910689,3.06691,14.092861528607312,9.49817,4.59495,1,-1,G,G,True,True
148058,99113710,3.08146,12.053101397137752,8.72559,3.62,1,-1,G,G,True,True
148058,99118726,3.10965,11.565726616312698,8.49055,3.48067,-1,1,G,T,True,False
148058,99463131,3.43635,12.972224872720023,11.5964,1.65025,-1,1,G,T,True,False
148058,99528574,3.18697,9.607086466484587,9.21192,0.873926,1,-1,G,T,True,False
148058,99634389,2.72861,3.984941061875947,2.86392,1.92888,1,-1,G,T,True,False
148058,99697917,3.09027,9.790220634377961,5.24139,5.018,1,-1,G,G,True,True
148058,99836216,3.05361,19.79655888135875,11.5567,8.35062,-1,1,G,G,True,True
148058,99917418,3.50509,12.835194683096942,10.7346,2.36915,1,-1,G,T,True,False
148058,99924593,3.07139,11.06750751662722,6.04462,5.02546,1,-1,G,G,True,True
148058,100265046,3.11491,11.732863992028715,10.7188,1.40817,-1,1,G,T,True,False
148058,100506775,3.38016,9.955892281250586,9.49881,0.888503,1,-1,G,T,True,False
148058,100533722,3.12803,6.982774294945247,4.36135,3.2041,-1,1,G,G,True,True
148058,100608268,3.12956,10.444526494987697,6.78502,4.063,-1,1,G,G,True,True
148058,100828036,2.98731,16.67996602296075,14.7825,1.92651,1,-1,G,T,True,False
148058,101008686,2.78502,3.2522094293026393,2.98279,1.27132,-1,1,G,T,True,False
148058,119778879,2.81735,5.980740774647904,3.31771,3.27072,-1,1,G,G,True,True
148058,119853239,3.07766,9.960878757745222,5.89004,4.47214,1,-1,G,G,True,True
148058,119874569,3.28025,7.127177937817723,5.1097,2.53846,-1,1,G,T,True,False
148058,119894417,2.70388,6.381454830722301,5.80577,0.951251,1,-1,G,T,True,False
148058,119995342,3.48403,10.093326549038082,9.5941,1.07727,1,-1,G,T,True,False
148058,120116871,3.58769,6.598802542487311,6.10023,0.899695,-1,1,G,T,True,False
148058,120595096,3.07632,8.814648308664617,6.24877,3.08293,1,-1,G,G,True,True
148058,120638013,3.08574,11.062551241305055,6.50068,4.74801,1,-1,G,G,True,True
148058,120748290,3.18054,10.15615251340728,9.35338,1.28418,-1,1,G,T,True,False
148058,120975904,3.12185,10.44533984271455,5.71342,4.80622,1,-1,G,G,True,True
148058,120989467,3.24365,7.3818161548497,4.07507,3.97443,-1,1,G,G,True,True
148058,121293740,2.60351,6.254776683624205,4.30068,2.17221,-1,1,G,T,True,False
148058,121305611,3.07024,9.893480138455274,5.42508,4.85949,1,-1,G,G,True,True
148058,121384243,3.12365,11.993167922300595,8.52772,3.47861,-1,1,G,G,True,True
148058,125114267,3.09084,8.88437752146992,5.57705,3.74686,-1,1,G,G,True,True
148058,125158531,3.07633,14.602555435607838,8.42382,6.49477,1,-1,G,G,True,True
148058,125255817,3.11139,18.428421662011644,11.4766,7.14759,1,-1,G,G,True,True
148058,125257360,3.1404,12.90413439210988,12.223,0.979212,-1,1,G,T,True,False
148058,125617745,3.05111,15.232524399392899,9.55832,5.96689,-1,1,G,G,True,True
148058,125766501,3.18454,7.673073930839974,4.56594,3.71809,1,-1,G,G,True,True
148058,125916704,2.61327,6.6397103363475125,3.81123,3.16547,1,-1,G,G,True,True
148058,125943943,2.94319,14.01723718347107,11.4534,2.81422,-1,1,G,T,True,False
148058,125949854,2.79893,12.959765121935083,6.97038,6.25466,-1,1,G,T,True,False
148058,126112325,2.6161,4.175205257636563,3.74139,1.1787,-1,1,G,T,True,False
148058,126115858,3.09674,9.398260961454517,5.18512,4.69076,1,-1,G,G,True,True
148058,126275673,3.07039,8.874322711536921,4.78994,4.46812,-1,1,G,G,True,True
148058,126590767,3.03496,6.225800233169146,3.59706,3.31585,1,-1,G,T,True,False
148058,126665351,3.10586,7.941141113380935,6.76357,1.73226,1,-1,G,T,True,False
148058,126690027,3.13051,5.628573598097479,3.22625,3.05563,-1,1,G,G,True,True
148058,126825719,2.86703,10.62944825253169,8.95493,1.81283,-1,1,G,T,True,False
148862,384225338,3.10692,9.60941955873928,5.93775,3.93958,1,-1,G,T,True,False
148862,384620154,3.04778,7.692743635293734,4.70842,3.17584,1,-1,G,G,True,True
148862,384671804,3.08447,27.309370659770902,22.2305,5.1885,-1,1,G,G,True,True
148862,384812236,2.99971,7.336413636137211,3.78311,3.66953,1,-1,G,G,True,True
148862,384912356,3.33202,12.42189815490326,10.3594,2.45108,-1,1,G,T,True,False
148862,384952351,2.8352,4.783557486664502,3.69061,1.78931,1,-1,G,T,True,False
148862,385013604,3.07843,6.827700572166371,3.79377,3.64253,1,-1,G,G,True,True
148862,385498991,3.08131,9.601985441728235,6.85234,3.08456,1,-1,G,G,True,True
148862,385641643,3.15381,9.042281534436096,5.59304,3.84254,1,-1,G,G,True,True
148862,385824961,3.0793,7.9578752723226325,4.81772,3.59249,-1,1,G,G,True,True
148862,385863844,3.11329,10.087839182759655,6.69992,3.42725,1,-1,G,G,True,True
148862,385887002,3.05845,17.333247964816056,14.8296,2.75078,1,-1,G,T,True,False
148862,385982439,3.06218,11.146760837884699,6.8843,4.67338,1,-1,G,G,True,True
148862,386017737,2.67896,10.475647797864339,6.72472,3.93317,1,-1,G,G,True,True
148862,386036205,2.69621,10.409924286684317,5.80055,4.66284,1,-1,G,G,True,True
148862,386045496,3.11173,13.715279410438024,9.47243,4.47138,-1,1,G,G,True,True
148862,386072311,3.39288,5.625672746049934,3.73925,2.44606,-1,1,G,T,True,False
148862,386139471,3.09402,9.339247690285337,4.86039,4.78041,1,-1,G,G,True,True
148862,386220333,3.09105,9.253046252267412,5.17736,4.57348,-1,1,G,G,True,True
148862,386277535,2.6008,11.822251333002358,6.64745,5.22525,-1,1,G,G,True,True
148862,386298070,3.10003,7.625386636453263,5.06434,3.07788,-1,1,G,G,True,True
148862,386417009,3.31694,8.239685333340649,4.98752,3.61754,1,-1,G,G,True,True
148862,386461120,3.03442,11.596725438970305,7.99141,3.90242,-1,1,G,G,True,True
148862,386557787,3.11672,6.838126952236264,3.81081,3.38828,-1,1,G,G,True,True
148862,386847980,3.09645,26.294654115992852,16.9228,9.38376,1,-1,G,G,True,True
148862,386895338,3.09264,6.998401021197914,3.91253,3.69565,-1,1,G,G,True,True
148862,386990028,3.07965,7.416109045024621,4.55005,3.29704,-1,1,G,G,True,True
148862,387073814,2.62991,5.770251042618596,4.05778,2.14893,1,-1,G,T,True,False
148862,457530607,3.06727,9.491187765675274,4.98901,4.64396,1,-1,G,T,True,False
148862,457563160,3.0397,10.18494602680839,5.73207,4.45572,1,-1,G,G,True,True
148862,457589569,3.01298,3.8752788626387145,3.02553,1.76231,-1,1,G,T,True,False
148862,457631596,2.73947,13.800196070614358,10.4119,3.54659,1,-1,G,G,True,True
148862,457649848,3.13719,7.356155950061757,4.46535,3.12129,-1,1,G,G,True,True
148862,457680841,3.11475,9.242181762901009,5.448,4.28884,-1,1,G,G,True,True
148862,457867305,3.35888,11.089644462560557,6.60072,4.81807,-1,1,G,G,True,True
148862,458017188,3.07768,10.61674378510191,5.53594,5.08087,1,-1,G,G,True,True
148862,458048927,3.10637,8.95836878148896,5.1646,4.30987,1,-1,G,G,True,True
148862,458152549,2.71822,8.729883083843447,4.82414,4.31558,1,-1,G,G,True,True
148862,458316128,3.34697,8.315580608538168,6.58603,2.32705,-1,1,G,T,True,False
148862,458430676,3.10637,29.07695493485176,22.752,6.36869,1,-1,G,G,True,True
148862,458475556,3.37753,3.2576198669734318,3.25641,1.36442,-1,1,G,T,True,False
148862,458633789,3.0872,7.102911729234709,4.00573,3.73487,-1,1,G,T,True,False
148862,458773682,3.05407,12.702313042478682,7.94242,4.76704,-1,1,G,G,True,True
148862,458787907,3.10042,16.382497942340784,11.3303,5.26375,1,-1,G,G,True,True
148862,458799246,3.42357,10.479821861332185,9.43934,1.3855,-1,1,G,T,True,False
148862,459176594,3.09315,12.549277013694295,7.2855,5.55027,1,-1,G,G,True,True
148862,459519974,3.10224,13.700117576710792,8.77949,4.94737,-1,1,G,G,True,True
148862,459541905,3.13234,7.001383441327864,3.79019,3.21289,-1,1,G,G,True,True
148862,459645191,2.89585,15.527895901791844,10.9679,4.72278,-1,1,G,G,True,True
148862,459691536,3.0152,15.761896687263118,14.4084,1.52189,-1,1,G,T,True,False
148862,459725610,2.99326,21.598696884381706,16.2151,5.50797,1,-1,G,G,True,True
148862,459740182,3.08977,9.788025550314016,5.58239,4.67942,-1,1,G,T,True,False
148862,459744174,2.87907,7.613314281153052,4.22483,3.53976,1,-1,G,G,True,True
148862,459817756,2.9989,11.434649452191398,10.2548,1.49344,1,-1,G,T,True,False
148862,459868255,3.09836,7.43478297938958,4.11303,3.68636,1,-1,G,T,True,False
148862,459969367,3.20194,12.412026087138717,11.5826,1.05433,-1,1,G,T,True,False
148862,460116832,3.03432,21.468663076181524,16.5133,5.08207,-1,1,G,G,True,True
148862,499124705,3.20621,12.646976483302403,10.9047,2.13437,1,-1,G,T,True,False
148862,499196784,3.06195,13.68219341580143,8.47497,5.53874,1,-1,G,G,True,True
148862,499205176,3.08324,7.693608249722623,4.49418,3.45472,1,-1,G,G,True,True
148862,499231419,3.06037,7.537852372217235,4.95182,3.06071,-1,1,G,T,True,False
148862,499423214,3.2377,10.34721039802516,6.821,3.79794,-1,1,G,G,True,True
148862,499491725,2.69108,6.794277657913727,5.45704,1.59747,1,-1,G,T,True,False
148862,499684800,3.08496,13.1365742868413,6.84826,6.29088,-1,1,G,G,True,True
148862,499723170,3.05871,6.225713057170319,3.8097,3.09821,1,-1,G,G,True,True
148862,500138472,3.09898,10.663427166238302,5.43101,5.24655,1,-1,G,G,True,True
148862,500294153,3.03405,8.654809627259285,4.84897,4.30957,1,-1,G,G,True,True
148862,500447519,2.79866,7.241461404269514,5.75074,1.71739,1,-1,G,T,True,False
148862,500702837,3.07315,7.367364886087301,4.19556,3.77862,1,-1,G,G,True,True
148862,500880283,3.46879,11.056826920758098,7.33385,4.25217,-1,1,G,G,True,True
148862,500906682,3.11311,13.225885783851881,10.1452,3.27625,-1,1,G,G,True,True
148862,500911347,3.55852,13.15421812104391,8.47023,5.15482,-1,1,G,T,True,False
148862,500920786,3.11233,7.569998480904736,3.82138,3.79146,1,-1,G,G,True,True
148862,501015597,3.03633,13.412434421942198,7.45383,6.1802,1,-1,G,G,True,True
148862,501156264,3.03244,10.999065277781563,6.57103,4.63452,1,-1,G,G,True,True
148862,501459628,3.07793,7.300767123923623,4.20355,3.55761,-1,1,G,G,True,True
148862,501577112,3.0604,17.70511631062897,9.92123,7.95249,-1,1,G,G,True,True
148862,501812764,3.06487,8.014735321556167,4.34475,4.04025,1,-1,G,G,True,True
148862,591473729,3.40949,8.309660225732518,4.84985,3.99602,1,-1,G,G,True,True
148862,591689406,3.08587,8.453538158960187,4.80401,4.10971,1,-1,G,G,True,True
148862,592003825,3.0872,5.322434987637237,3.08336,3.05077,-1,1,G,T,True,False
148862,592242938,2.79822,6.60033649623684,5.07934,2.05842,-1,1,G,T,True,False
148862,592321760,3.09986,7.09773234385462,3.72761,3.62176,-1,1,G,G,True,True
148862,592388133,3.07269,9.181519554899396,6.03102,3.25508,1,-1,G,G,True,True
148862,592593272,2.70043,5.446498398420768,3.88368,2.16147,1,-1,G,T,True,False
148862,592633600,3.38928,15.915080897695745,9.42653,6.50571,1,-1,G,G,True,True
148862,592664673,3.50573,16.85633541188606,15.3595,1.75055,1,-1,G,T,True,False
148862,592757780,2.67086,6.7378143046674275,3.65472,3.58785,1,-1,G,G,True,True
148862,592895786,3.49542,24.20086277083503,22.5981,1.67528,-1,1,G,T,True,False
148862,593033955,3.09246,22.425500694961084,14.4804,8.06637,1,-1,G,G,True,True
148862,593043042,3.4938,10.467055284701614,7.35696,3.14447,-1,1,G,G,True,True
148862,593092614,3.1323,8.863263865924337,4.61302,4.45561,-1,1,G,G,True,True
148862,593170516,3.05525,8.028900608074807,5.27684,3.26882,1,-1,G,G,True,True
148862,593318761,2.91018,10.35795280709639,8.43493,2.28198,-1,1,G,T,True,False
148862,593349671,3.12449,6.871190775924068,4.44867,3.0088,-1,1,G,G,True,True
148862,593376472,2.95533,8.88736929650265,8.48591,0.872625,1,-1,G,T,True,False
148862,593513506,2.85615,7.8150256945514895,4.85045,3.28585,-1,1,G,G,True,True
148862,593535327,3.06719,7.541564286340069,5.01803,3.12032,1,-1,G,G,True,True
148862,593629485,2.75704,7.690470751169918,4.37784,3.67142,-1,1,G,T,True,False
148862,593705823,3.06843,7.023521326919995,3.9853,3.67626,1,-1,G,G,True,True
148862,593809856,3.06167,13.764515852470076,8.34819,5.56698,1,-1,G,G,True,True
148862,757157485,3.10024,10.571385794221872,5.66696,5.27598,-1,1,G,G,True,True
148862,757182286,3.141,7.670852492526499,4.88491,3.11474,-1,1,G,G,True,True
148862,757215741,2.64133,12.18045076857585,6.28608,6.1258,-1,1,G,G,True,True
148862,757287057,3.14505,6.300795206653601,3.90443,3.12273,1,-1,G,T,True,False
148862,757396699,3.07646,24.807924289591423,17.1765,7.82033,1,-1,G,G,True,True
148862,757413726,3.13579,19.84309666734595,18.5398,1.39693,1,-1,G,T,True,False
148862,757446822,2.80917,3.776141500481146,2.73855,1.72777,1,-1,G,T,True,False
148862,757526098,3.00662,17.12581967094422,8.74606,8.55327,-1,1,G,G,True,True
148862,757691619,2.92627,6.817599814694025,6.52747,0.866883,1,-1,G,T,True,False
148862,757798631,3.07224,8.584432873566897,4.5677,4.50286,-1,1,G,G,True,True
148862,757813129,3.10505,12.315940291997034,6.89005,5.60013,1,-1,G,G,True,True
148862,757952668,3.12381,11.417726855972864,6.80144,4.62846,1,-1,G,G,True,True
148862,757984083,3.03451,7.869208894317142,5.05705,3.33055,-1,1,G,G,True,True
148862,758016078,2.86953,5.805332791566389,4.98878,1.48206,-1,1,G,T,True,False
148862,758038750,3.12176,8.012692767278676,5.44971,3.12273,1,-1,G,G,True,True
148862,758058535,3.04601,6.826427913821401,3.95175,3.47573,1,-1,G,G,True,True
148862,758081842,2.72333,11.071132751992634,5.87238,5.5222,-1,1,G,G,True,True
148862,758099866,3.09454,8.659048478608952,4.71971,4.43168,1,-1,G,G,True,True
148862,758143587,3.08975,8.451410319053265,4.84105,4.09214,1,-1,G,G,True,True
148862,758206947,2.62881,6.076630098632301,5.38955,1.17461,-1,1,G,T,True,False
148862,758209417,3.04232,5.893315577972133,3.33273,3.28709,-1,1,G,G,True,True
148862,758232790,2.63065,14.4832513162145,7.6297,7.08898,-1,1,G,T,True,False
148862,758274280,2.96214,15.90944456269533,13.4411,2.71925,-1,1,G,T,True,False
148862,758385595,3.07502,17.604336619870004,16.2615,1.40278,1,-1,G,T,True,False
148862,758445784,3.2704,8.895679178227308,8.37992,1.03875,-1,1,G,T,True,False
148862,758546540,2.65713,4.976484460147043,4.4997,1.11312,-1,1,G,T,True,False
148862,758589085,3.24302,17.665555234934594,16.058,1.84843,1,-1,G,T,True,False
148862,758704949,2.88527,6.326913910329822,5.60958,1.11123,1,-1,G,T,True,False
148862,758887396,3.12481,22.546011816607386,16.0745,6.63746,1,-1,G,G,True,True
148862,758928449,2.98134,4.953065456633901,3.34756,2.35669,-1,1,G,T,True,False
148862,759232148,3.139,6.4901048781125255,3.52824,3.36163,1,-1,G,T,True,False
148862,759250146,3.10545,9.47629968184312,5.23686,4.28332,1,-1,G,G,True,True
148862,759383989,3.17098,6.110587851726215,5.49015,1.3437,1,-1,G,T,True,False
148862,759464596,3.10184,6.248798078430763,3.32485,3.26757,-1,1,G,G,True,True
148862,759516656,3.17511,9.288334100090285,6.31995,3.25457,1,-1,G,G,True,True
148862,759621939,3.08331,15.182530537478296,13.6681,1.51609,1,-1,G,T,True,False
148862,759723391,3.57431,11.004084537267786,10.4133,1.12618,1,-1,G,T,True,False
148864,69761583,3.06336,9.312710607260863,6.17004,3.60155,1,-1,G,G,True,True
148864,69794245,3.10144,10.961178683568843,5.99222,5.01669,1,-1,G,G,True,True
148864,69815130,2.79967,3.803805645749004,2.23149,2.1773,-1,1,G,T,True,False
148864,69881565,3.16623,6.782359236466615,3.86342,3.52603,1,-1,G,G,True,True
148864,69952327,3.30766,9.64359490831609,5.86006,4.05914,-1,1,G,G,True,True
148864,69980792,2.90363,7.341290181178578,3.9676,3.82855,1,-1,G,G,True,True
148864,69991782,2.62817,8.54181636352509,8.01643,0.908261,-1,1,G,T,True,False
148864,70028574,2.63963,14.310108785831959,13.5176,1.02343,1,-1,G,T,True,False
148864,70133545,3.06155,6.711534158504223,3.82141,3.18168,-1,1,G,T,True,False
148864,70189165,3.1504,15.403401768242656,9.01973,6.49215,1,-1,G,G,True,True
148864,70225902,3.10052,6.7603545586895075,6.62343,0.7991,-1,1,G,T,True,False
148864,70263190,3.07607,8.005355641225442,4.83214,3.68153,-1,1,G,G,True,True
148864,70300320,3.03906,8.722127149916126,4.79569,4.41234,1,-1,G,G,True,True
148864,70305177,3.56443,9.775168158967087,5.58129,4.77686,-1,1,G,G,True,True
148864,70378153,3.14217,8.834899004131286,5.1435,3.99843,-1,1,G,G,True,True
148864,70482470,3.06452,7.503038421379968,4.517,2.98603,1,-1,G,G,True,True
148864,70503763,3.41108,11.796989540358844,11.0023,1.16443,1,-1,G,T,True,False
148864,70799830,3.08806,11.92873803124622,7.16937,4.85559,-1,1,G,G,True,True
148864,70874171,3.09328,7.481500401709272,4.0608,3.46432,-1,1,G,G,True,True
148864,71340281,3.10345,7.023156619005161,3.85784,3.80038,1,-1,G,T,True,False
148864,71348272,3.14644,9.50048430206587,5.5109,4.42497,1,-1,G,G,True,True
148864,71380200,3.01744,11.610769826797918,7.55965,4.05129,-1,1,G,G,True,True
148864,71522012,2.94184,6.635276393715638,3.91674,3.28049,-1,1,G,G,True,True
148864,71602849,2.68865,5.233752115570722,3.52272,2.2742,-1,1,G,T,True,False
148864,71747317,3.08191,10.62641915618333,7.68696,3.32901,1,-1,G,G,True,True
148864,71785835,3.1254,7.054320661960583,4.10636,3.50023,1,-1,G,G,True,True
148864,71856022,3.0842,7.747474360062381,5.1265,3.02108,1,-1,G,G,True,True
148864,72027115,3.58106,10.427913616917623,5.73948,5.27213,-1,1,G,G,True,True
148864,72054970,2.77863,5.942891870258536,5.6523,0.873992,-1,1,G,T,True,False
148864,72404259,3.22813,17.270552879097416,10.2212,7.34687,1,-1,G,G,True,True
148864,72482504,3.13992,8.117306222417632,5.11901,3.38765,1,-1,G,G,True,True
148864,72520875,3.06616,9.542877861117159,4.86418,4.82682,-1,1,G,G,True,True
148864,72870238,2.70476,7.319439255375783,4.17793,3.2015,-1,1,G,G,True,True
148864,72885119,3.09956,7.99730878513366,4.3612,3.68941,-1,1,G,G,True,True
148864,72912794,3.02554,14.286276169494835,12.6198,1.97724,-1,1,G,T,True,False
148864,73053746,3.06202,5.824029666304937,3.50113,3.07523,1,-1,G,G,True,True
148864,73100587,3.08764,15.343166215232795,11.3508,4.10018,-1,1,G,G,True,True
148864,73332627,3.08125,14.291531899485094,9.32276,5.07051,1,-1,G,G,True,True
148864,73662221,3.05699,8.913831079446144,5.00904,4.31068,1,-1,G,G,True,True
148864,73703819,2.6842,13.418705140306944,8.40476,5.22502,1,-1,G,G,True,True
148864,73707491,3.15166,15.081523915072376,13.0699,2.29112,1,-1,G,G,True,True
148864,73757412,3.11513,5.923320698068695,3.40415,3.24538,-1,1,G,G,True,True
148864,73907073,3.04617,6.4817651574425685,3.9611,3.10024,-1,1,G,G,True,True
148864,73983707,3.13817,9.276461830892206,5.77983,3.92743,1,-1,G,G,True,True
148864,74276745,3.07524,10.571914698033654,6.95312,3.68691,-1,1,G,G,True,True
148864,74563872,3.00467,2.75938207255516,2.07748,1.89446,-1,1,G,G,True,True
148864,74564713,3.48376,11.73254704905414,9.58736,2.515,-1,1,G,G,True,True
148864,74626815,3.08383,6.395160860551438,3.6935,3.13109,1,-1,G,G,True,True
148864,74659528,3.10526,6.377550659679937,3.75984,3.15308,1,-1,G,G,True,True
148864,74744582,3.23931,6.605279091737457,4.09084,3.04451,1,-1,G,G,True,True
148864,74840185,3.10072,5.606341362732116,3.22359,3.03439,1,-1,G,G,True,True
148864,74907554,3.07991,11.690049953601095,8.28894,3.54606,-1,1,G,G,True,True
148864,75099263,3.07169,8.237537382053267,4.48815,3.80547,1,-1,G,G,True,True
148864,75159382,2.75773,5.679482310943577,4.50284,1.79478,1,-1,G,T,True,False
